,0,1,2,3,4,5,6,7,8,9,10
49,2 : 41,你們當信我所降示的，這能證實你們所有的經典，你們不要做首先不信的人，不要以廉價出賣我的跡象，你們應當只敬畏我。,,我頌降的，是為證實你們所守的那個，你們要得信牠。 你們不可首先隱昧牠。你們不得以我的表徵換稍微的代價。你們要畏懼我。,,並信仰我(現在)所啟示的，它證實你們(經典中)所已有的。不要成為首先不信它(天啟)的(人)，也不要為了低微的代價出賣我的跡象，你們要敬畏我——唯獨敬畏,,"你們要歸信那為證實偕同你們的
[注1]
而下降的
[注2]
，你們不要成為首先隱昧者
[注3]
。你們不要拿我的跡象
[注4]
換取微少的代價
[注5]
！你們要敬畏我。",,你們當確信我所降示的經典[《古蘭經》]，它能證實你們已有的經典[如《討拉特》和《引吉勒》]。你們不要做首先不信經典的人，也不要用我的跡象換取低俗的代價。你們只能敬畏我。,
50,2 : 42,你們不要明知故犯地以偽亂真，隱諱真理。,,你們不要明知著以假混真，也不要隱匿真理。,,你們不要以假亂真， 也不要明知於真理，而故意隱瞞。,,"你們不要拿虛偽
[注1]
去混淆真理
[注2]
！你們不要隱藏真理
[注3]
！而你們是知道的
[注4]
。",,你們不要故意以假亂真，隱藏真理[如《討拉特》和《引吉勒》中對穆聖將降世的預言]。,
51,2 : 43,你們當謹守拜功，完納天課，與鞠躬者同齊鞠躬。,,你們舉拜功：散天課：你們當和鞠躬的人們一同鞠躬。,,你們要堅守拜功，繳納天課，並隨著那些(在禮拜中)鞠躬的人一同鞠躬。,,"你們要履行拜功，繳納天課，要隨同鞠躬者鞠躬
[注]
！",,你們當謹守拜功，完納天課，同鞠躬[拜安拉]的人們一起鞠躬[拜安拉]。,
52,2 : 44,你們是讀經的人，怎麼勸人為善，而忘卻自身呢？難道你們不瞭解嗎？,,你們讀經著能肯命人為善而忘卻自身嗎?你們怎不瞭解呢?,,你們勸人為善， 卻忘了自己(實行)嗎?而你們卻是讀經的人! 難道你們就沒有理性嗎?,,"你們以行善命令人們
[注1]
，你們自己卻忘了！你們誦念經典
[注2]
，競不理解
[注3]
?",,你們是念經人，難道你們勸人行善而忘記你們自己[行善]嗎？難道你們不明理嗎？,
53,2 : 45,你們當借堅忍和禮拜而求佑助。禮拜確是一件難事，但對恭敬的人卻不難。,,你們當以（忍耐）和（拜功）求助。禮拜確是一件繁難的事；惟在謙遜的人上則不然。,,你們應當以堅，忍和禮拜尋求(安拉的)相助。除非是對於具有謙卑精神的人， 它(禮拜)確實足件困難的事。,,"你們要借助於忍耐與拜功
[注1]
！它
[注2]
確是巨大的
[注3]
，但對虔誠者
[注4]
們例外。",,你們當用堅忍和拜功求[安拉的]襄助，拜功確是艱難的，但對恭順者[真信士]則不難。,
54,2 : 46,他們確信自己必定見主，必定歸主。,,那般人切知自己是將遇見養主的，是將必歸返於他的·,,他們心中確實知道將會見他們的主，並且將回到他那裏。,,那些人，他們確信將會見其養主的，他們是歸至他的。,,他們[恭順者]確信他們必將見他們的主，必將歸到他那裏去。,
55,2 : 47,以色列的後裔啊！你們當銘記我所賜你們的恩典，並銘記我曾使你們超越世人。,,以斯拉衣來的子孫哪！你們當記念我對你們所施的恩典並記念我教你們優越同一時代的人們。,,以色列的子孫啊! 你們要記得我賜給你們的恩典， 和我曾使你們優於(當時的)許多民族。,,"哎以色列的子孫啊！要記想
[注1]
我對你們所施的恩典，我使你們貴過萬世
[注2]
。",,以色列的後裔啊！你們當牢記我所施予你們的恩惠，我曾使你們[在當時]優於世人。,
56,2 : 48,你們當防備將來有這樣的一日：任何人不能替任何人幫一點忙，任何人的說情，都不蒙接受，任何人的贖金，都不蒙採納，他們也不獲援助。,,你們當堤防那麼一天：人不能代人避免一事，不允人的告赦，不納人的救贖，也無人相助他們。,,你們要提防自身所將面臨的那一天，那時一個人將無助於另外的一個人。任何人替他求恕，將不會被答允；任何贖金，也將不會被接受。任何人都不會被(任何外力)所援助。,,"你們要提防
[注1]
那一天
[注2]
，任何人也顧不上別人的什麼，也不接受對它的
[注3]
說情，也不收取它的贖金，他們也不被援助
[注4]
。",,你們當提防那一天[審判日]，[那時]任何人無助於任何人，求情不被接受，贖金不被採納，而且得不到任何援助。,
57,2 : 49,當時，我拯救你們脫離了法老的百姓。他們使你們遭受酷刑；屠殺你們的兒子，留存你們的女子；這是從你們的主降下的大難。,,昔時，我教你們脫離匪喇傲的黨徒。他們叫你們嘗酷刑；他們宰死你們的男兒，留下你們的女兒。此中有出自養主的一大試證。,,那時，我由法老的人民中救出你們。他們曾殘酷地虐待你們，屠殺你們的男兒，而讓你們的婦女苟活。其中有來自你們的主的絕大考驗。,,"當時，我從法老的眷屬
[注1]
上拯救了你們。他們曾用酷刑折磨
[注2]
你們，他們宰殺你們的孩子們
[注3]
，留下你們的婦女們，在那裏面
[注4]
有來自你們養主的巨大磨難。",,當時，我拯救你們脫離了法老的人民。他們殘酷地虐待你們，屠殺你們的男孩而讓你們的女孩活著。此中確有從你們的主降示的重大考驗。,
58,2 : 50,我為你們分開海水，拯救了你們，並溺殺了法老的百姓，這是你們看著的。,,昔時，我為你們分海；我解救你們，而淹斃匪喇傲的黨徒，你們曾經看見。,,那時， 你們曾親眼目睹，我為你們把海分開，拯救你們，並淹死法老的人民。,,"當時，我為你們分開了海
[注]
，便拯救了你們，而淹掉了法老的眷屬，你們是觀看到的。",,當時，我為你們分開海水，我拯救你們而淹死了法老的人民，你們是親眼目睹的。,
59,2 : 51,當時，我與穆薩約期四十日，在他離別你們之後，你們認犢為神，你們是不義的。,,昔時，我和母撒相約四十夜，你們在他以後背義著拜牛犢了。,,那時我跟姆撒(摩西)約定了四十個夜。 當他不在的時候， 你們拿一隻小牛當神(來崇拜)。你們是不義的人群。,,"當時，我與穆薩相約四十夜
[注1]
，繼而你們在他以後
[注2]
，卻採取了牛犢
[注3]
，你們是行虧害
[注4]
的。",,當時，我約定穆薩四十夜。他離開時，你們竟崇拜牛犢，你們是不義者。,
60,2 : 52,在那件事之後，我恕饒了你們，以便你們感謝。,,在這以後，我又放赦你們了，好教你們感念。,,在那以後，我饒恕了你們，以便你們能夠知恩感德。,,"在那以後，我寬恕了你們
[注1]
，但願你們感謝
[注2]
。",,然後，此後我寬恕了你們，以便你們感恩。,
61,2 : 53,當時，我以經典和證據賞賜穆薩，以便你們遵循正道。,,昔時，我賜給母撒經典 和區別的，好教你們得正道。,,那時，我賜給姆撒經典和判別(真偽)是非的標準，好讓你們被導入正道。,,"當時，我把經典
[注1]
和分辨者
[注2]
授給了穆薩，但願你們獲得正道。",,當時，我賜予穆薩經典[《討拉特》]和辨別真偽的準則，以便你們遵行正道。,
62,2 : 54,當時，穆薩對他的宗族說：「我的宗族啊！你們確因認犢為神而自欺，故你們當向造物主悔罪，當處死罪人。在真主看來，這對於你們確是更好的。他就恕宥你們。他確是至宥的，確是至慈的。」,,昔時，母撤對他的族人說：（我的族人哪，你們因著拜牛犢自負已身了，你們當向造物主悔罪，你們當殺死同類，這在造物主視為於你們至好的。）而後主允你們悔罪了，真主實是允許悔罪的，特慈的。,,那時，姆撒對他的族人說道：“我的族人啊! 你們確實由於拜牛犢虧負了自己。向你們的造物主懺悔，並殺死你們自己(當中的罪人)吧。在你們的造物主看來，那對你們是最好的。那時他將寬恕你們。他是多恕的、大慈的。”,,"當時，穆薩對其族人
[注1]
說：“我的族人啊！由於你們採取牛犢
[注2]
，你們確已虧害了你們自己！向你們的養主懺悔
[注3]
吧！你們殺你們自己
[注4]
吧！那是在你們的造物主前，是對你們最好的。他允准
[注5]
了你們的懺悔，他確是多允准特慈的。”",,當時，穆薩對他的族人說：“我的族人啊！由於你們崇拜牛犢，你們確已使自己受損，因此，你們當向你們的造物主[安拉]悔罪，並處死你們中的犯罪者。在你們的造物主看來，這對你們是最好的。”所以，他[安拉]接受了你們的悔罪。他確是接受悔過的，特慈的。,
63,2 : 55,當時，你們說：「穆薩啊！我們絕不信你，直到我們親眼看見真主。」故疾雷襲擊了你們，這是你們看著的。,,昔時，你們呼母撒說：（我們非明明地看見安拉以後，絕不信你， ）而後，你們遭天火了，你們曾經看見。,,那時，你們說過：“姆撒啊!、在我們親眼(清清楚楚)看見安拉以前，我們決不會信你。”(因此)雷電就在你們的眼前打擊了你們。,,"當時，你們說：“哎穆薩！我們不歸信你，直至我們親眼
[注]
看到安拉。”所以霹靂擊中了你們，你們是目睹的。",,當時，你們說：“穆薩啊！除非我們親眼看見安拉，否則，我們絕不相信你。”因此，雷電襲擊了你們，你們是親眼目睹的。,
64,2 : 56,在你們暈死之後，我使你們蘇醒，以便你們感謝。,,在你們死去以後，我又教你們複起，好教你們感念。,,然後，我使你們暈死之後復蘇，以便你們能知恩感德。,,繼而，在你們死後，我復活你們，但願你們感謝。,,然後，你們[暈]死後，我又把你們復活，以便你們感恩。,
65,2 : 57,我曾使白雲蔭蔽你們，又降甘露和鵪鶉給你們。你們可以吃我所供給你們的佳美食物。他們沒有損害我，但他們自欺。,,我用（白雲）給你們作遮蔽，並降給你們（嗎哪）和（鶉鳥；）（我吩咐）你們就著我所供給的各項美品喫吧！他們未負我，只是自負己身了。,,我使雲在你們頂上遮蔽你們， 和賜給你們滿喇和鵪鶉，(並對你們)說：“吃我供給你們的好東西。”(但是他們背叛了）。你們對我；沒有損害，可是他們卻傷害了他們自己。,,"我讓雲彩
[注1]
給你們遮陰，我把甘露
[注2]
和鵪鶉
[注3]
降給你們，你們從我賜給你們的美品上吃用
[注4]
吧！他們沒虧害了我，卻虧害了他們自己。",,"我讓雲給你們遮蔭，並降給你們“滿納
[注1]
”[蜜一般甜的膠質物]和鵪鶉[並說]：“你們當吃我所供給你們的佳美食物
[注2]
。”[但他們悖逆]，他們沒有損害我，但他們卻使自己受損。",
66,2 : 58,當時，我說：「你們進這城市去，你們可以隨意吃其中所有豐富的食物。你們應當鞠躬而進城門，並且說：‘釋我重負。’我將赦宥你們的種種罪過，我要厚報善人。」,,昔時，我說：（你們進這城池吧，你們由那裏隨意多喫，你們俯首入門，你們說（痕大！）若然，我就饒恕你們的差錯，我即將增給為善的人。）,,那時，我說：“你們進入這個，在其中隨意地吃吧。不過你們要以謙恭的態度和說悔罪的話“進入這個門。我將寬恕你們的過失， 並將增加那些作善事的人的(賞額)。,,"當時我說：“你們進這一村鎮
[注1]
吧！你們在那裏可盡情地吃那些豐盛的[食物]，你們要叩拜
[注2]
著進門
[注3]
，你們要說：‘卸下’
[注4]
。我就饒恕你們的過失，我將增加行善者們
[注5]
。”",,"當時，我說：“你們進入這座城市[耶路撒冷]吧！你們可隨意吃城中的豐富食物。你們當俯首而進城門
[注]
並說：‘求你[安拉]寬恕我們的罪過！’我將寬恕你們的罪過，我將增加行善者的報酬。”",
